http://twitter.com/pouvraire/statuses/697803662270267392	screams @ deutsche bahn . __d__	true	negative	Allgemein:negative 	
http://twitter.com/011i/statuses/733396321667829760	@baumschubse : meine eltern sind zu besuch . für die gebuchte rückreise streikt die bahn . und ihr denkt , ihr hättet probleme __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/307802028230/posts/10153337379948231?comment\_id=10153338841093231#307802028230\_10153337379948231\_10153338841093231	: magdeburger verkehrsbetriebe hallo konrad , das liegt wie rebecca vermutet am rechtsverkehr und daran , dass dies damals einfach nicht so bestellt wurde , weil es nicht nötig ist . wartende fahrgäste an den haltestellen erkennen , um welche linie es sich handelt . es ist nicht so gedacht , dass man nach der bahn rennen muss , hier ist das gefährdungspotenzial für sich und andere zu hoch . bestehende bahnen werden also nicht nachgerüstet . künftige neuanschaffungen haben dann aber wohl auf beiden seiten beschilderungen . viele grüße , daniel . __d__	true	negative	Allgemein:negative 	
http://board.gulli.com/thread/1777628-roboterprogrammierung/#2	: roboterprogrammierung onlineverfahren lassen sich in das textuelle programmieren und die lernprogrammierung unterscheiden . die textuelle programmierung kennzeichnet dabei die direkte eingabe der programme über tasten oder schalter . die lernprogrammierung umfasst das anfahren und speichern ( teach-in ) und das abfahren einer bahn ( playback ). beim anfahren und speichern fährt der bediener bahnpunkte an und speichert diese ab ( punkt-zu-punkt ). alternativ kann er diese punkte um weitere parameter wie die form der bahn ergänzen ( bahnsteuerung ). beim playback – verfahren wird der roboter üblicherweise von hand oder mit hilfe eines kinematisch äquivalenten ersatzsystems entlang der zu programmierende bahn geführt . punkte werden automatisch von der steuerung gespeichert . zur verfügung stehen für die onlineverfahren viele ansätze zur effizienzsteigerung , besonders hinsichtlich der eingabemöglichkeiten . das textuelle verfahren ist wenig anschaulich , fehleranfällig und zieht einen hohen testaufwand nach sich . eine sinnvolle anwendung hat es bei der verwendung von variablen und zur korrektur anderweitig erstellter programme . vorteile der lernprogrammierung sind einfache umsetzbarkeit , gute anschaulichkeit und intuitive handhabung . hauptnachteil ist der notwendige stillstand der produktion . es ist zu erwarten , dass der anteil den die reine onlineprogrammierung einnimmt rückläufig sein wird . hybriden verfahren wird dagegen ein hohes potential beigemessen . quelle : https://wiki.zimt.uni-siegen.de/fert ... mmierverfahren wenn du etwas über die bestimmten textuellen programmiersprachen sagen sollst , musst du sie dir wohl genauer anschauen oder berichte darüber suchen ( z.b. manutec : http://www.industrie-forum.net/de/if ... t6yarkweqrv7ar ) und dann eigene schlussfolgerungen ziehen . außerdem gibt es sicherlich fachliteratur in bibliotheken/o.ä . zu finden . siehe seite 13 : https://books.google.de/books?id=4ef ... 20 srcl&f=false __d__	true	negative		
http://twitter.com/PatSchi23/statuses/671664798912937984	std bus und bahn fahren um ein zettel abzugeben .. ohne kopfhörer ^^ keine schönen tage zuletzt � egaaaal __d__	true	negative	Allgemein:negative 	
http://twitter.com/BratKartoffelCr/statuses/651398038330675200	@co_deep @terrorpueppi13 nö . wir haben keine bahn . __d__	true	negative	Allgemein:negative 	
http://twitter.com/TICKINGNews\_CH/statuses/688982899127906304	deutsche bahn stellt nachtzüge ab basel ende 2016 ein #basel #hamburg #sbb #dresden https://t.co/nywqebxy4r https://t.co/ymjus7gd1n __d__	true	negative	Allgemein:negative 	
http://twitter.com/93chaosqueen/statuses/729049191348080644	@narkiti umsteigen in die bahn richtung düren , um dort jemanden zu treffen opieop __d__	true	negative	Allgemein:negative 	
http://twitter.com/\_AruShinjitsu\_/statuses/604176901951897600	morgen aus der s-bahn . heute doch mal verschlafen ( 8 uhr ), frage mich echt wie ich diese bahn trotz frühstück geschafft hab . x'd __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/677899658976561/posts/728486193917907#677899658976561\_728486193917907	: störungen im bahnverkehr leider schon wieder auf der rheintalbahn : notarzteinsatz am gleis : auf der strecke offenburg - freiburg(breisgau ) hbf zwischen emmendingen und denzlingen . der betrieb des regionalverkehrs der deutschen bahn wurde vorübergehend eingestellt . fernverkehr auch betroffen .. __d__	true	negative	Sonstige_Unregelmässigkeiten:negative 	
http://www.facebook.com/152033178165965/posts/934199079949367?comment\_id=942938379075437#152033178165965\_934199079949367\_942938379075437	: db bahn hat sich erledigt , ich habe gerade auf meine bahn gefunden wo ich das ticket abrufen und ausdrucken kann . __d__	true	negative	Allgemein:negative 	
http://www.vvm-info.de/vvm/de/contents/aktuelles/details\_27008.jsp	finden sie in den sprachen englisch , franz ... hier finden sie in den sprachen englisch , französisch , arabisch und dari wichtige informationen über folgende themen : - allgemeines : ohne fahrkarte dürfen sie nicht bus oder bahn fahren - im bus und in den bahnen - beim aussteigen __d__	true	negative	Allgemein:negative 	
http://www.facts.ch/articles/12799423-frau-auf-zug-wc-belastigt-internet-pranger-jetzt-auch	auf zug-wc belästigt : internet-pranger jetzt ... frau auf zug-wc belästigt : internet-pranger jetzt auch für sex-täter anfang märz belästigt und beraubt ein unbekannter in der s-bahn eine 26 -jährige. vom sex-grüsel fehlt jede spur . jetzt wollen staatsanwaltschaft und stadtpolizei zürich sein foto im internet veröffentlichen . » __d__	true	negative	Allgemein:negative 	
http://twitter.com/Ichweisswo/statuses/609401937159700480	kann das wort signalstörung nicht mehr hören @db_bahn #megafail __d__	true	negative	Sonstige_Unregelmässigkeiten:negative 	
http://twitter.com/DB\_Bahn/statuses/600574382419869697	schauen sie kurz ( bis zu 24 stunden ) vor abfahrt unter http://t.co/wtx8manp9t nach , ob der zug gemäß ersatzfahrplan fährt . /ch __d__	true	negative	Sonstige_Unregelmässigkeiten:negative  Allgemein:negative 	
http://twitter.com/musdok/statuses/718561801240199168	ich finde allerdings , man bräuchte separate fahrradschnelltrassen . derzeit zu viel auf einer bahn . __d__	true	negative	Allgemein:negative 	
http://twitter.com/TARGOBANK/statuses/651493558780866560	noch bis weihnachten ? http://t.co/6jpl4qr5ft __d__	true	negative	Allgemein:negative 	
http://twitter.com/christian05001/statuses/722897386406739968	der bahn eben hatte jemand so blähungen , die nasa könnte sich bei dem eine neue raketenantriebstechnik abschauen . __d__	true	negative	Allgemein:negative 	
http://twitter.com/Aleksch1893/statuses/656159284435288064	zwei zugedröhnte typen in der s - bahn : "" was macht ein schwules pferd ? gaylopiere !"" sie lachen . seit 10 minuten ." __d__	true	negative	Atmosphäre:negative  Allgemein:negative 	
http://twitter.com/Tayasuru/statuses/656020714227658752	gibt es neues zum ersatzverkehr des re5 von demmin nach stralsund ? stehen bereits busse bereit ? wie lang brauchen die busse ? danke ! __d__	true	negative	Allgemein:negative 	
http://twitter.com/toffee\_bit/statuses/662691573461815296	bahn ist ein arschloch x'd ernsthaft __d__	true	negative	Allgemein:negative 	
http://twitter.com/DensoLP/statuses/729972148819890177	@db_bahn ja . gerade so . ^^ hab endlich das schlimmste hinter mir . :) was fürn scheiß tag heute . :d __d__	true	negative	Allgemein:negative 	
http://www.extra-blatt.de/rag-vwp/docs/1157650/eitorf	, nahverkehr und wirtschaft bildungslandschaft an die kandidaten richteten . beim nahverkehr stellten luca pohlscheid und alina stevic die parkplatzsituation am markt und am bahnhof in den fokus , kritisierten s-bahn und __d__	true	negative	Allgemein:negative 	
http://twitter.com/perspactives/statuses/662657997395632128	on #instagram : vorhang auf bzw. bahn frei für unseren rocketman @t_marguet - auf perspactives … https://t.co/vwrlki4y5f __d__	true	negative		
http://onlinestreet.de/strassen/Hinter+der+Bahn.Rehden.320239.html	der bahn in 49453 rehden ( niedersachsen ) hinter der bahn hinter der bahn in rehden in der nähe von hinter der bahn finden sich straßen wie rhienstraße , , und am friedhof . hinter der bahn in deutschland __d__	true	negative	Allgemein:negative 	
http://twitter.com/dennisreinitz/statuses/733290184528252928	schöner witz . eigentlich unerheblich , welche strecke . ich bin hin und zurück einfach mehr als doppelt so lang unterwegs ( 1 /2) __d__	true	negative	Allgemein:negative 	
http://motor-traffic.de/news.php?newsid=311664	sattelzüge sind bis zu 14 prozent sparsamer :: umwelt | motor-traffic.de " =""feed"">db schenker logistics , große-vehne und elflein durchgeführt . dabei wurden unter realistischen bedingungen auf typischen routen typische transporte mit typischen beladungen gefahren . die prüforganisation dekra begleitete die versuche und " __d__	true	negative		
http://twitter.com/raumplanungtv/statuses/687296665808715776	schaff icj jetzt den umstieg von rb67 auf s1 in landstuhl ? __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/371028716141/posts/10153494078961142?comment\_id=10153494947831142#371028716141\_10153494078961142\_10153494947831142	: tobias huch " weglaufen ist nicht immer die einzige , wohl aber die "" einfachste "" lösung . die meisten flüchtlinge , die nicht aus kriegsgebieten kommen , welche mir begegnen , sind junge männer . und diejenigen welche sich eine nicht legitimierte immigration erkaufen gehören nicht zu den armen denen ihr glaubt zu helfen . und befindet man es etwa für gut den ländern ihre wenigen ärzte , lehrer und dergleichen zu entziehen . der ansatz ist , meines erachtens nach , ein völlig verzerrter . lasst sie nicht nur her sondern helft ihnen in ihrer heimat sich ein sichereres leben zu erkämpfen und erarbeiten . exemplarisch mit staatlich geführten institutionen wie der bahn oder der bundeswehr . aber ihr die ihr auf jene mit dem erhobenen finger zeigt , welche sich offen dafür aussprechen das sie keine menschen aus anderen kulturen bei sich haben möchten , schreit ja auch gegen jeden einsatz der bundeswehr im ausland . ich würde sichere zonen in ihren herkunftsländern mit aktiver wie unterstützender beteiligung der massen zuwanderung vorziehen . und die welche hier sind muss man allein aus fiskal politischer sicht klassifizieren . oder wie viel mehr steuern würdet ihr denn gerne abgeben um diese wahnsinns integration zu finanzieren ? und sollen die länder der flüchtlinge brach liegen , während man hier für seine familie keine bezahlbare wohnung mehr findet . das sollte man nicht außer acht lassen . da es um menschen geht , verzichte ich auf die nennung von summen und die damit verbundenen steuerlichen mehrbelastungen , und appelliere nur das es auch andere wege , den menschen zu helfen geben muss als europa zur grössten wohnsiedlung der welt zu machen . natürlich müssen die fälle der zuwanderer einzeln geprüft und können nicht pauschalisiert als "" schmarotzer "" oder dergleichen diskreditiert werden . eine unbeholfene ausdrucksweise rechtfertigt nicht die anklage einer rassistisch motivierten handlung . sie ist ggf mit verachtung oder dem gespräch der korrektur zu belegen , jedoch entsteht eine regelrechte hetzjagd auf einheimische die nicht dem gutmenschentum verfallen sind und offen auch die realität nicht außer acht lassen . hetze auf menschen sollte , egal ob aus anderen kulturkreisen oder nur regionen , nicht differenziert sondern gleichermaßen geahndet werden . wer mich als rassisten zu denunzieren versucht , ist nicht zwangsläufig besser als jemand der über einen ausländer herzieht . beide verunglimpfen einen menschen ." __d__	true	negative		
http://twitter.com/anlage\_Tipp/statuses/639769747697963008	soll wlan entlasten - revolution im ice : bahn sendet bald spiele , filme und … http://t.co/kndfnrguin __d__	true	negative	Allgemein:negative 	
http://twitter.com/Dhampiroza/statuses/651374584432865280	hasse es , auf die bahn zu wartenau , auch wenn sie alle 10 min fahren . #hvv __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/1533989480210651/posts/1629054230704175#1533989480210651\_1629054230704175	: s-bahn berlin verkehrsmeldungen eine neue s - bahn meldung - s5 , s7 und s75 : @sbahnberlin - 18.08.2015 15:10 : ============================ #s5 , #s7 , #s75 : nach einem notarzteinsatz in #friedrichstraße kommt es zu verspätungen und evtl . ausfällen . ============================ - http://sbahn-meldungen.de/b/baaaaanf __d__	true	negative	Zugfahrt:negative  Sonstige_Unregelmässigkeiten:negative 	
http://www.derwesten.de/wp/wirtschaft/lokfuehrerstreiks-belasten-gueterverkehr-auf-der-schiene-id11047686.html	der gdl haben güterverkehr stark belastet die streikwellen der lokführer bei der deutschen bahn haben den gütertransport auf der schiene im ersten halbjahr deutlich beeinträchtigt . nach angaben des statistischen bundesamtes __d__	true	negative		
http://twitter.com/Aniko89/statuses/609227753628532736	ich sehe was die mädels hier in der bahn tragen die noch zur schule gehen hätten sie auch gleich nackt gehen können oo __d__	true	negative	Allgemein:negative 	
http://www.berliner-woche.de/marzahn/verkehr/fussgaengerbruecke-wird-verlaengert-d94600.html	wird verlängert | marzahn marzahn . kaum zu glauben , aber 2016 soll die fußgängerbrücke vom eastgate zum s-bahnhof marzahn zum wiesenburger weg verlängert werden . im märz soll der baustart feststehen . „ der bau der brücke wird noch in diesem jahr beginnen “, erklärt christian g __d__	true	negative	Allgemein:negative 	
http://forum.runnersworld.de/forum/anfaenger-unter-sich/107859-5-km-25min-trainingsplan.html#post2154599	: 5 km in 25 min trainingsplan ah super , danke ! auf das ergebnis , wäre ich , im leben nicht gekommen . ich hatte nur singen und klatschen in der schule nun hab ich gelesen , dass man mit 400 m intervallen anfangen soll , kannst du mir auch hier bitte die zeit ausrechnen ? scherz beiseite : beim laufen ist ja nicht alles linear , dh . es liegt , für mich , im rahmen des möglichen , dass die intervalle in einem anderen tempo gelaufen werden . ich denke , hier ist was ich suche für ihr bahn-training : intervall-trainings-rechner - runner’s world . meine 2. frage zielte auch eher darauf ab , ob meine runtastic-app beim intervalltraining reicht . nun hab ich ja gelernt , dass bahn + stoppuhr besser ist ich werde mal schauen , ob ich eine geeignete bahn in der nähe finde . darf man da einfach so rauf ? hat da jemand erfahrungen ? ich bin in keinem laufklub . __d__	true	negative	Allgemein:negative 	
http://www.youtube.com/watch?v=zfc0eX9bI4k#z12di3b5iyjgd3mkh22njzkxhxjyifu0z	weh , diese szene ... als ... oh weh , diese szene ... als ich es selbst gespielt habe , war ich einfach nur schockiert und grad brechen sich die ganzen tränen bahn . ﻿ __d__	true	negative	Allgemein:negative 	
http://t.maz-online.de/Nachrichten/Wirtschaft/Verluste-in-der-Guetersparte-Deutsche-Bahn-will-Stellen-abbauen	in der gütersparte : deutsche bahn will stellen abbauen """ >db schenker rail hat 31 000 beschäftigte . probleme machen grube zufolge die verladestationen , an denen die bahn waren abholt oder abliefert . "" 20 prozent dieser güterstellen machen nur ein prozent des umsatzes "", sagte er " __d__	true	negative	Allgemein:negative 	
http://twitter.com/VanGrooveness/statuses/605737046876016641	@db_bahn warum kann ich bei den frühen verbindungen meine prämienpunkte nicht einlösen ? http://t.co/vs9jpkir9x __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/257096674440499/posts/602710693212427?comment\_id=602713586545471#257096674440499\_602710693212427\_602713586545471	: üstra hannoversche verkehrsbetriebe ag cooles bild ..... mit der neuen bahn wäre es noch schöner __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/374927701107/posts/10153355407576108?comment\_id=10153358836351108#374927701107\_10153355407576108\_10153358836351108	: ostsee-zeitung nichts gegen das streikrecht ! aber was zu weit , geht zu weit!ein ganzes land wird hier lahmgelegt und die regierung schaut tatenlos zu ! der größte fehler war,das die bahn privatisiert wurde ( und die post )! __d__	true	negative	Allgemein:negative 	
http://twitter.com/Kiebkspam/statuses/600903325933031425	: gdl erhält keine streikhilfe mehr vom beamtenbund http://t.co/yng09efhwd __d__	true	negative	Allgemein:negative 	
http://missrosesbuecherwelt.blogspot.com/2016/01/reihen-rezension-stella-jante-die.html	bücherwelt : [ reihen-rezension ] stella jante - die geschichtenerzählerin band 1 & 2 " klappentext : die 18 -jährige mena hat ihr leben lang in ihren eigenen welten gelebt . ob nun selbst erfundene geschichten oder die aus büchern und filmen : sie liebt sie mehr als die realität . eines tages landet sie unverhofft wie alice im wunderland in einer welt der visionen , die sie nicht von der realität unterscheiden kann . alpine und irische sagengestalten – auf einmal sind sie mehr als nur geschichten . noch dazu taucht ein junger , umwerfend aussehender „ traum-mann “ auf , der ihr bei den abenteuern in dieser welt bedingungslos zur seite steht . von reise zu reise entdeckt sie , was es mit diesen lebensnahen visionen auf sich hat und dass ihr traum-mann realer wird , als sie es sich je hätte träumen lassen … format : buch / kindle edition / e-pub dateigröße : 3506 kb seitenzahl der print-ausgabe : 524 seiten isbn-quelle für seitenzahl : 1500109738 gleichzeitige verwendung von geräten : keine einschränkung verlag : www.stellajante.com ; auflage : 2 ( 11 . juni 2014 ) das buch habe ich im rahmen einer blogtour gelesen , die im letzten jahr auf meinen blog stattfand . mena erzählt die geschichte aus der ich-perspektive , wodurch man sie natürlich am besten kennenlernt , weil man als leser das sieht , was sie auch sieht . mena lebt eher zurückgezogen in ihre welt , die eltern nehmen sie so , wie sie ist , aber nur wenige freunde finden in ihre welt , von männern ganz zu schweigen . ihr handeln ist sher von unsicherheit und schwarm geprägt , trotzdem ist sie wahnsinnig liebenswert . kinnon , der mena "" traumman "" ist , der ihr in der gefahr beseite steht , gleichzeitig wirklich gut aussehend , sportlich , selbstbewusst , liebeswert und liebevoll , also fast das komplette gegenteil im verhalten zu mena , der mena in den bahn zieht , über den sie aber nur sehr langsam mehr erfährt ... der schreibstil von stella jante ist flüssig und klar , aber leider auch etwas sehr sachbezogen , was der ganzen geschichte etwas die leichtigkeit nimmt . das ist schade , weil das hätte man etwas anders lösen können , weil das doch etwas gewöhnungsbedürftig ist . dazu kommt , dass es leider immer mal wieder kleine rechtschreibfehler , wortwiederholungen und tippfehler gibt , die zeitweise schon etwas auffallen . gleichzeitig muss man aber sagen , dass man aus der ganzen geschichte spürt , dass da jemand schreibt , der wirklich sagen , mythen und alles in die art gehendes liebt und diese leidenschaft auch wahnsinnig auslebt . die idee des buches ist wirklich gut , aber leider passt die umsetzung von abenteuer und liebegeschichte manchmal nicht so wirklich zusammen , was schade ist , weil das dem leser schon auffällt . fazit : mit "" die geschichtenerzählerin "" gelingt stella jante ein recht interessanter auftakt zu der triologie , die sie um mena und ihre geschichten plant . die mischung der sagen und mythen , die in der geschichte verworben sind und die gestalten sind so abwechslungsreich und interessant , dass man wissen möchte , wie es weitergeht , auch wenn die geschichte in sich abgeschlossen ist . leider ist der schreibstil etwas sehr an ein fachbuch erinnert und das stört den lesefluss manchmal etwas . dafür gibt es 4 sterne : ------------------------------------------------------------------------------------------ klappentext : die geschichtenerzählerin der anderswelt mena ist zu ihrem freund kinnon , dem halben sìdhe , nach london gezogen , doch ihre beziehung wird einer schweren prüfung unterzogen . mena leidet unter heimweh und die beiden stoßen im alltag an ihre grenzen . die beziehungen in der anderswelt mit den drachen , dem nörggele , den sìdhe , den saligen und den wilden männern vertiefen sich , aber gleichzeitig braut sich etwas gefährliches zusammen … format : buch / kindle edition / e-pub dateigröße : 3332 kb seitenzahl der print-ausgabe : 358 seiten isbn-quelle für seitenzahl : 1515158179 gleichzeitige verwendung von geräten : keine einschränkung verlag : www.stellajante.com ; auflage : 1 ( 21 . juli 2015 ) das buch habe ich im rahmen einer blogtour gelesen , die im letzten jahr auf meinen blog stattfand . mena ist wie im ersten band die ich-erzählerin , dabei lernt man sie weiter kennen , im ersten band war sie noch recht unsicher und schamerfüllt , aber das wird im band 2 besser und sich öffnet sich dem leser und auch kinnon gegenüber mehr . der ausbau der welt rund um mena und kinnon begibt sich hier auf eine neue ebene , es werden immer wieder neue sagengestalten vorgestellt , die in der anderen welt aber grossen einfluss haben . kinnon ist zudem selber ein umschwämter halber sìdhe , der duch seine art sehr ensprechend auf die damenwelt wirkt , aber gleichzeitig innerhalb männlichen sìdhegemeinsschaft beneidet wird , was er selber aber hasst . die geschichte ist nun nicht actiongeladen , weil stella jante viele aspekte in die handlung mit einfließen lässt und auch die liebesgeschichte mehr in den fokus nimmt , was aber der geschichte wirklich gut tun . das macht die ganzen handlung recht einladend , in sie einzutauchen und einfach mal zu geniessen , ohne eben jetzt einen großen actionroman zu erwarten , die geschichte und ihre charaktere sind einfach liebenswert . die idee des buches gefällt mir immerhin noch sehr gut , aber leider ist es mit dem schreibstil etwas komplexer als im ersten teil . ich glaube , es liegt an dem tiroler einschlag , dass mir als nicht-tiroler einige sätze irgendwie nicht im zusammenhang erscheinen und die stilistik manchmal nicht so wirklich passt . fazit : "" die geschichtenerzählerin band 2 - die schatten "" baut die geschichte rund um mena und kinnon noch weiter aus und man lernt die fantastische welt besser kennen , die stella jante für den leser entwirft . dabei lernt man auch viele sagengestalten kennen , von denen man sicher nicht so nebenbei mal etwas gehört hat . leider schlug sich der stil der autorin ziemlich auf die bewertung nieder , öfters dachte ich , die stilistik wäre nicht so optimal gewählt oder mir erschienen sätze fehl am platz . dafür gibt es 3 sterne : stella jante ist ein pseudonym , das ich extra für meine romane ausgesucht habe . da ich zeitgleich sachbücher verfasse , habe ich mich entschlossen , meine verschiedenen schreibweisen voneinander zu trennen , und stella jante wurde geboren . dennoch sei verraten , dass ich selbst in südtirol lebe , eine schwäche für irland , schottland und die nordischen länder habe . meinen „ kinnon “, sprich : traummann , habe ich auch gefunden . meine große leidenschaft sind - wie bei der hauptdarstellerin mena - die geschichten , ob in romanen , sagen , legenden oder filmen . im gegensatz zu ihr liebe ich aber nicht nur die vorfabrizierten , sondern webe sie mir zeit meines lebens selbst . auf die frage "" was willst du werden , wenn du groß bist ?"", habe ich schon im kindergartenalter mit den worten gekontert : „ bücher schreiben “. wie im leben so häufig , geht es nicht immer geradlinig auf die ziele zu , die wir uns setzen . schreiben ist , seit ich erwachsen bin , im wahrsten sinne des wortes mein tägliches brot , denn es hat in erster linie dazu gedient , meine brötchen zu verdienen . dass ich meinen wunsch aus kindertagen endlich umsetzen kann , verdanke ich meinem kinnon , der auch in zeiten , in denen ich gezweifelt habe , an die geschichtenerzählerin geglaubt hat , und meiner besten freundin , die mir als erstleserin , technische assistentin , umsetzerin all meiner ideen zur seite gestanden hat und steht . dieses buch entstand 2012 : ich setzte mich hin und schrieb den titel „ die geschichtenerzählerin “. danach floss es aus meiner feder und die erstfassung des romans war in zwei monaten fertig . es ist der auftakt einer trilogie und ich schreibe schon fleißig an buch ii . und was antworte ich heute den leuten , wenn sie mich fragen , was ich so im leben tue ? „ bücher schreiben “ natürlich !" __d__	true	negative		
https://de.finance.yahoo.com/nachrichten/schwacher-rubel-st%C3%A4rkt-russisches-bier-075301284.html	rubel stärkt russisches bier im kampf um marktanteile haben die russischen bierbrauer derzeit einen mächtigen verbündeten : den günstigen rubel . er machte die konkurrenz aus dem ausland deutlich teurer , so dass die kunden verstärkt zu den marken der einheimischen brauereien griff __d__	true	negative		
http://twitter.com/icke2AIDA/statuses/673064434022117376	puuh schwierig . ein unternehmen noch dabei . "" s-bahn-ausschreibung : entscheidung am dienstag "" via @tagesspiegel https://t.co/yqo9kismrj " __d__	true	negative	Allgemein:negative 	
http://www.waz-online.de/Wolfsburg/Stadt-Wolfsburg/Poststreik-Viele-Briefkaesten-bleiben-leer	: viele briefkästen bleiben leer erst bahn , dann kitas - und jetzt gibt es den nächsten streik . verdi hat mitarbeiter der deutschen post zum unbefristeten streik aufgerufen . noch ist in wolfsburg kaum etwas davon zu spüren , die post kam gestern noch . aber das kann sich ab heute __d__	true	negative	Allgemein:negative 	
http://twitter.com/halbwegspunk/statuses/718346973393338368	es ist 9:56 & ich sitze im schneidersitz in einer bahn . und hab ' gleich ppl . __d__	true	negative	Allgemein:negative 	
http://kleinanzeigen.meinestadt.de/muenchen/kleinanzeige/109204484	der gesang des mondes | geheimnis des klanges "" : obertonkonzert aus 80336 , münchen vom 08.04.2016 " " samstag , 30 . april 2016 , "" der gesang des mondes - geheimnis des klanges "" obertonkonzert mit pasquale leogrande "" der gesang des mondes "" ist eine reise durch rhythmus und harmonie ins herz des klanges , auf den spuren des ur-tones . der künstler musi " __d__	true	negative		
http://reisezoom.com/vom-landleben-und-staedtereisen-mit-kind-und-kamera/	landleben und städtereisen ( mit kind und kamera ) ich bin ein landei und das ist gut so . aufgewachsen bin ich in einem kleinen schwäbische dorf : mönsheim . damals war es die 2. kleinste gemeinde im enzkreis . ich fands toll und mir gefällt es noch immer dort . von mönsheim aus zog ich an den bodensee . ich studierte in konstanz und wohnte in allensbach – wieder ein dorf . konstanz ist super schön aber eben eine kleinstadt . ich war viel in zürich unterwegs und auch oft in berlin . berlin ? ab nach berlin ! irgendwann verspürte ich den drang , in eine richtige stadt zu ziehen . also packte ich meine sachen und zog kurzentschlossen nach berlin-prenzlauer berg . man war das geil ! damals gab es noch das ostgut und den alten tresor . das war fett ! aber es verlor seinen reiz . ich kann dir nicht sagen warum , aber das nachtleben der stadt interessierte mich nicht mehr . vielleicht weil es nichts besonderes mehr war . ich weiß es nicht . trotzdem wohnte ich 10 jahre in berlin . ich bin aber kein stadtmensch . um das herauszukriegen , musste ich es ausprobieren . in der zwischenzeit wohnen wir an der berliner stadtgrenze im grünen . hier ist es nicht laut , wenn wir wollen , sind wir mit der s-bahn aber in 30 min am alex . perfekt ! mir gefällt es hier . für die kinder kann ich mir nichts besseres vorstellen . großer garten , wald , natur , badeseen . alles mit dem fahrrad oder sogar zu fuß zu erreichen . die landschaft ist grandios . ich liebe es , hier zu wohnen . es vergeht kaum eine woche , in der ich keine fototour mache . in der stadt wäre das nicht so . klar haben städte ihren reiz , aber wohnen muss ich da nicht . der reiz einer städtereise auch wenn berlin zum greifen nah ist . ich fühle mich nicht als berliner , auch nicht als stadtmensch . es ist toll , in der stadt zu sein , aber es ist auch toll wieder raus zu kommen . in die stadt zu fahren ist wie eine kleine reise . vielleicht unternehme ich deshalb so gerne städtereisen ? eine städtereise ist die geballte ladung an eindrücken ! dort hast du alles komprimiert und keine zeit es auf dich wirken zu lassen . bämm bämm bämm ! stadt ist eben stadt . dicht , laut , dreckig und viele menschen . städtereisen sind anstrengend – in der stadt machst du keinen urlaub zur erholung , dort gehst du hin , um etwas zu erleben , um eindrücke zu sammeln . ( wahrscheinlich heißt es genau deshalb städtereise und nicht städteurlaub . ) selbst jetzt mit kindern machen wir das . erst letztes jahr fuhren wir nach amsterdam , paris , bamberg , innsbruck … aber wir wohnten nicht mehr in den städten . mit kindern bin ich sogar auf reisen froh , wenn ich wieder aus der stadt raus bin . städtereisen mit kleinen kindern ist anstrengen . will man dabei noch fotografieren – wie ich – ist es richtig anstrengend . nennen wir es doch die 1. bundesliga des reisens mit kindern . es ist toll , da zu sein , aber eben sau anstrengend . das muss ich nicht ständig haben , da steige ich gerne wieder in die regionalliga ab und du ? bist du stadtmensch oder landei ? ps : mit diesem beitrag nehme ich an der blogparade „ stadt oder land ? “ teil . bist du zum ersten mal auf meinem blog ? hier erkläre ich dir , worum es bei reisezoom.com geht . du bist schon länger leser ? dann abonniere doch meinen newsletter ! schon fan ? __d__	true	negative		
http://www.24pr.de/artikel/331866	: handydieb festgenommen | polizeipresse : polizeiberichte bei 24 pr """ >bahn der linie s 41 . im zug nahm er gegenüber eines schlafenden , alkoholisierten fahrgastes platz . das 32 -jährige opfer hielt sein mobiltelefon in den händen . der marokkaner beugte sich einen kurzen moment zu seinem opfer " __d__	true	negative	Allgemein:negative 	
http://www.allgemeine-zeitung.de/wirtschaft/wirtschaft-ueberregional/opel-steigt-ins-carsharing-ein\_15519163.htm	steigt ins carsharing ein daimler (« car2go ») machen ebenfalls carsharing-angebote , aber auch die deutsche bahn (« flinkster »). mit einem neuen gesetz will das bundesverkehrsministerium carsharing unterstützen . geplant ist , kommunen die möglichkeit zu geben , so genutzte autos __d__	true	negative	Allgemein:negative 	
http://twitter.com/v4sch/statuses/667045385957998593	@ogalb_nafets https://t.co/dbnucoe9ro - s-bahn - ganz unten . mfg __d__	true	negative	Allgemein:negative 	
http://programm.orf.at/?story=34387	song contest : das zweite semifinale live " do 21.5.2015 , ab 20.15 uhr eurovision song contest : das zweite semifinale live "" countdown mit andi knoll "", "" willkommen europa !"", "" esc-semifinale 2 "" und "" pop und politik "" "" make the makemakes "" - im rahmen der sendung "" countdown mit andi knoll "" verlos " __d__	true	negative		
http://markt.hna.de/frankfurt-main/Gemeinschaft/Gefunden,+Verloren/categoryId,1401000000/suche.htm	- gefunden , verloren in frankfurt ( main ) sie haben etwas verloren in frankfurt und sind auf der suche ? egal ob sie den gegenstand in öffentlichen verkehrsmitteln wie bus oder bahn , am bahnhof oder in der innnenstadt verloren haben , markt.de ist hier um ihnen zu helfen . sie können hier in de __d__	true	negative	Allgemein:negative 	
